loc,v(g),ev(g),iv(g),n,l,d,i,t,lOComment,lOBlank,locCodeAndComment,uniq_Op,uniq_Opnd,defects,risk_score,risk_level
37.0,2.0,1.0,2.0,102.0,0.13,7.67,72.63,237.18,4,8,0,11.0,33.0,1,23.974506379351297,Low
286.0,85.0,1.0,83.0,1614.0,0.02,53.22,206.05,32424.0,4,13,0,16.0,95.0,1,53.68746446741825,Medium
29.0,3.0,1.0,3.0,87.0,0.06,15.43,26.51,350.52,2,3,2,12.0,14.0,1,25.435363757844144,Low
12.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,8.136357071948474,Low
35.0,12.0,6.0,6.0,136.0,0.04,28.33,24.0,1070.37,0,4,1,17.0,15.0,1,39.12475804893793,Medium
19.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,7.725809113515552,Low
15.0,6.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,16.85859790828368,Low
101.0,18.0,12.0,8.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,31.969160123573253,Low
151.0,20.0,12.0,16.0,541.0,0.02,55.4,60.05,10240.59,22,26,3,24.0,47.0,1,52.70452575150911,Medium
67.0,22.0,19.0,22.0,299.0,0.03,29.32,61.19,2922.05,0,3,11,20.0,44.0,1,50.222991897649294,Medium
205.0,49.0,40.0,49.0,723.0,0.03,38.33,135.04,11024.64,5,27,0,31.0,112.0,1,62.93481577882496,Medium
93.0,15.0,7.0,12.0,333.0,0.03,38.02,54.21,4353.83,0,16,3,25.0,48.0,1,46.459406457245635,Medium
74.0,5.0,4.0,3.0,265.0,0.03,28.83,56.72,2618.42,1,9,0,26.0,46.0,1,38.1353122906122,Medium
48.0,5.0,5.0,5.0,141.0,0.07,14.22,56.51,635.07,1,11,0,16.0,36.0,1,34.95852086620864,Medium
115.0,17.0,11.0,17.0,405.0,0.03,39.25,65.42,5598.88,2,12,0,27.0,54.0,1,49.80867624131412,Medium
39.0,8.0,3.0,5.0,119.0,0.05,20.87,30.94,748.67,1,6,0,20.0,23.0,1,34.874827037791874,Medium
32.0,5.0,1.0,5.0,80.0,0.1,10.42,37.67,227.27,1,9,0,11.0,19.0,1,26.821186192587287,Low
47.0,8.0,7.0,6.0,140.0,0.04,24.0,30.83,986.61,1,10,0,18.0,21.0,1,38.941358842261394,Medium
17.0,2.0,1.0,2.0,52.0,0.16,6.25,36.54,79.31,0,2,0,7.0,14.0,1,19.69488350677033,Low
272.0,28.0,17.0,22.0,985.0,0.02,59.36,115.58,22627.68,34,29,4,31.0,94.0,1,58.82890204598863,Medium
111.0,13.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,22.413220934028423,Low
36.0,2.0,1.0,2.0,104.0,0.07,14.32,37.55,427.69,6,6,0,14.0,22.0,1,25.206947195914513,Low
31.0,5.0,1.0,4.0,98.0,0.07,15.24,31.87,410.94,0,4,0,14.0,17.0,1,27.732249659426287,Low
33.0,3.0,1.0,3.0,90.0,0.06,15.84,27.6,384.84,0,4,0,13.0,16.0,1,26.11745522405446,Low
53.0,6.0,1.0,4.0,160.0,0.05,20.46,42.69,993.03,1,9,0,17.0,27.0,1,31.753794305882316,Low
57.0,7.0,1.0,4.0,222.0,0.03,37.78,29.9,2370.38,0,2,4,16.0,18.0,1,34.00543700402909,Medium
33.0,3.0,1.0,2.0,117.0,0.05,18.86,29.16,576.14,0,3,1,12.0,14.0,1,26.483302779192453,Low
465.0,68.0,17.0,12.0,1347.0,0.0,214.5,37.09,94815.93,34,58,0,26.0,34.0,1,67.36589347880637,High
108.0,14.0,3.0,11.0,315.0,0.03,32.65,55.53,3287.9,14,17,2,20.0,34.0,1,42.54789123604523,Medium
84.0,11.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,28.49789512652718,Low
19.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,14.035801241104659,Low
126.0,64.0,61.0,45.0,694.0,0.02,52.59,86.09,13227.64,6,17,10,26.0,66.0,1,64.65557302521626,Medium
17.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,13.682287603519395,Low
36.0,6.0,1.0,5.0,121.0,0.06,16.1,38.25,550.44,0,1,0,13.0,21.0,1,29.38526833115878,Low
58.0,10.0,1.0,10.0,182.0,0.04,23.82,43.96,1386.25,0,1,5,20.0,34.0,1,34.92337258543249,Medium
44.0,7.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,20.939417026373572,Low
133.0,36.0,25.0,30.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,39.07262726778684,Medium
18.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,10.72646257064015,Low
82.0,24.0,20.0,3.0,233.0,0.05,21.35,63.92,1619.21,6,8,0,17.0,41.0,1,50.384659480096,Medium
12.0,4.0,1.0,2.0,49.0,0.1,9.69,23.48,122.53,0,2,0,12.0,13.0,1,22.12785760226053,Low
87.0,21.0,16.0,10.0,338.0,0.03,38.04,54.64,4393.21,0,13,0,25.0,46.0,1,51.048992605924106,Medium
7.0,2.0,1.0,2.0,14.0,0.29,3.5,14.34,9.76,0,0,0,7.0,5.0,1,14.072967386614947,Low
7.0,2.0,1.0,2.0,14.0,0.29,3.5,14.34,9.76,0,0,0,7.0,5.0,1,14.072967386614947,Low
23.0,2.0,1.0,2.0,79.0,0.09,10.74,36.45,233.46,0,3,0,12.0,19.0,1,22.671462992578164,Low
17.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.228239128628868,Low
14.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,8.61649993629461,Low
19.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.581752766214132,Low
40.0,11.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,26.0516330248304,Low
18.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.409649592938443,Low
35.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,12.870752390272907,Low
103.0,17.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,32.43451520026203,Low
28.0,13.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,26.686894953344336,Low
119.0,51.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,43.30950705774963,Medium
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
126.0,111.0,111.0,67.0,958.0,0.02,54.4,111.66,18354.06,3,5,0,19.0,62.0,1,69.84395428087706,High
36.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,14.818627170784126,Low
33.0,2.0,1.0,2.0,79.0,0.17,5.85,68.75,130.53,4,7,0,8.0,26.0,1,22.488466042098302,Low
34.0,5.0,1.0,4.0,80.0,0.09,10.91,37.31,246.66,4,7,0,12.0,22.0,1,27.359312356124153,Low
17.0,5.0,3.0,3.0,44.0,0.09,11.0,17.29,116.21,0,2,0,11.0,9.0,1,27.089176568548545,Low
68.0,17.0,15.0,7.0,179.0,0.03,39.53,23.76,2062.94,5,13,0,21.0,17.0,1,47.77994180258952,Medium
20.0,3.0,1.0,2.0,39.0,0.08,12.25,14.2,118.36,0,4,0,14.0,8.0,1,22.789481899855446,Low
7.0,1.0,1.0,1.0,16.0,0.34,2.92,18.98,8.97,0,1,0,5.0,6.0,1,11.982290908617758,Low
32.0,7.0,5.0,6.0,93.0,0.07,14.87,33.51,411.6,0,6,0,18.0,23.0,1,34.46323829552569,Medium
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
12.0,2.0,1.0,2.0,24.0,0.15,6.75,13.89,35.16,0,2,0,9.0,6.0,1,17.72482241349053,Low
101.0,17.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,32.36936215764993,Low
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
146.0,50.0,4.0,34.0,876.0,0.02,51.27,111.2,16237.1,4,5,13,20.0,71.0,1,52.661890999842306,Medium
81.0,6.0,1.0,6.0,200.0,0.1,9.58,115.33,587.89,29,7,2,8.0,38.0,1,31.2908106384742,Low
12.0,4.0,1.0,2.0,49.0,0.1,9.69,23.48,122.53,0,2,0,12.0,13.0,1,22.12785760226053,Low
234.0,45.0,1.0,45.0,611.0,0.01,67.38,66.39,16747.13,1,45,0,58.0,102.0,1,51.022717938502296,Medium
42.0,5.0,1.0,5.0,155.0,0.06,16.56,48.76,742.87,2,5,0,12.0,25.0,1,29.512737846154362,Low
249.0,51.0,25.0,40.0,725.0,0.02,50.11,100.62,14034.78,7,32,30,30.0,94.0,1,62.31990055924867,Medium
225.0,55.0,36.0,33.0,767.0,0.02,54.38,96.91,15918.49,0,5,38,29.0,88.0,1,64.08905792218171,Medium
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
19.0,5.0,3.0,2.0,55.0,0.08,13.14,20.53,197.05,1,3,0,16.0,14.0,1,28.570935408363663,Low
44.0,12.0,10.0,9.0,154.0,0.04,27.5,31.28,1314.02,5,4,0,22.0,26.0,1,42.578671890245126,Medium
7.0,2.0,1.0,2.0,14.0,0.29,3.5,14.34,9.76,0,0,0,7.0,5.0,1,14.072967386614947,Low
43.0,4.0,1.0,4.0,125.0,0.1,10.29,68.19,401.28,4,5,0,13.0,36.0,1,27.801125328231336,Low
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
228.0,31.0,16.0,24.0,866.0,0.02,66.45,86.4,21194.17,31,21,3,28.0,71.0,1,58.39918835270331,Medium
95.0,17.0,7.0,15.0,299.0,0.03,31.75,55.63,3115.31,9,3,0,20.0,40.0,1,46.23193144776193,Medium
118.0,14.0,4.0,13.0,452.0,0.03,30.66,91.25,4765.7,1,6,0,17.0,56.0,1,44.353770856637915,Medium
20.0,2.0,1.0,2.0,59.0,0.14,7.26,40.24,117.94,0,1,0,12.0,19.0,1,21.058946805628445,Low
7.0,2.0,1.0,2.0,13.0,0.33,3.0,14.99,7.5,0,0,0,6.0,5.0,1,13.682850642558547,Low
12.0,4.0,1.0,2.0,49.0,0.1,10.5,21.4,131.05,0,2,0,12.0,12.0,1,22.2629023730121,Low
17.0,3.0,1.0,2.0,42.0,0.11,9.27,20.49,97.87,0,2,0,12.0,11.0,1,21.843284388374467,Low
9.0,1.0,1.0,1.0,32.0,0.23,4.33,28.85,30.1,0,0,0,6.0,9.0,1,14.2630494302373,Low
8.0,1.0,1.0,1.0,19.0,0.3,3.33,19.72,12.17,0,1,0,5.0,6.0,1,12.706965999964307,Low
12.0,2.0,1.0,2.0,24.0,0.15,6.75,13.89,35.16,0,2,0,9.0,6.0,1,17.72482241349053,Low
8.0,1.0,1.0,1.0,15.0,0.24,4.2,12.8,12.55,0,2,0,7.0,5.0,1,13.09109511578987,Low
24.0,3.0,1.0,3.0,56.0,0.07,13.8,18.1,191.46,0,4,0,12.0,10.0,1,24.030293650164865,Low
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
12.0,4.0,1.0,2.0,49.0,0.1,10.5,21.4,131.05,0,2,0,12.0,12.0,1,22.2629023730121,Low
123.0,29.0,21.0,18.0,467.0,0.03,39.29,76.79,6583.75,0,10,5,25.0,63.0,1,55.33591026670565,Medium
52.0,14.0,14.0,14.0,213.0,0.03,33.12,35.73,2176.65,0,3,0,21.0,26.0,1,45.78261847837766,Medium
40.0,4.0,1.0,3.0,171.0,0.04,24.14,38.2,1236.62,0,8,1,17.0,25.0,1,29.706914187842067,Low
12.0,4.0,1.0,2.0,45.0,0.11,8.71,23.38,98.48,0,2,0,11.0,12.0,1,21.702514832117796,Low
24.0,5.0,1.0,3.0,45.0,0.14,7.13,27.74,78.24,3,4,0,9.0,12.0,1,24.142937968984423,Low
8.0,2.0,1.0,2.0,17.0,0.29,3.5,18.49,12.59,0,0,0,7.0,7.0,1,14.883024418715113,Low
8.0,2.0,1.0,2.0,17.0,0.29,3.5,18.49,12.59,0,0,0,7.0,7.0,1,14.883024418715113,Low
8.0,2.0,1.0,2.0,17.0,0.29,3.5,18.49,12.59,0,0,0,7.0,7.0,1,14.883024418715113,Low
8.0,2.0,1.0,2.0,17.0,0.29,3.5,18.49,12.59,0,0,0,7.0,7.0,1,14.883024418715113,Low
47.0,9.0,1.0,7.0,147.0,0.04,27.72,29.46,1257.45,3,7,2,22.0,25.0,1,33.84951961066268,Medium
38.0,3.0,1.0,3.0,102.0,0.09,11.75,45.88,351.92,6,5,0,13.0,26.0,1,26.32341668353211,Low
162.0,2.0,1.0,2.0,938.0,0.03,30.26,199.72,10159.68,0,2,0,10.0,77.0,1,34.30552591268069,Medium
237.0,36.0,11.0,16.0,898.0,0.03,38.38,174.34,14267.45,22,20,1,28.0,147.0,1,56.87333232113918,Medium
100.0,25.0,16.0,20.0,423.0,0.03,28.68,95.28,4352.99,4,12,0,20.0,68.0,1,51.92174857614934,Medium
71.0,6.0,1.0,5.0,193.0,0.08,13.1,91.46,872.42,20,7,0,16.0,58.0,1,32.40271990923381,Low
61.0,13.0,11.0,10.0,236.0,0.03,29.45,45.45,2190.59,6,7,2,18.0,33.0,1,44.93861986887429,Medium
45.0,12.0,8.0,4.0,109.0,0.04,25.94,21.55,805.75,2,6,0,18.0,17.0,1,40.97300296965379,Medium
11.0,3.0,1.0,3.0,36.0,0.12,8.4,19.11,74.92,0,0,0,12.0,10.0,1,20.06417507037232,Low
526.0,80.0,31.0,60.0,1469.0,0.01,112.38,83.1,58309.74,30,89,0,22.0,60.0,1,69.79071466454675,High
63.0,13.0,11.0,8.0,161.0,0.05,18.89,45.96,911.04,0,7,0,15.0,27.0,1,43.354608079805814,Medium
25.0,5.0,4.0,2.0,65.0,0.07,14.54,22.15,260.1,1,4,0,18.0,13.0,1,30.674410931299256,Low
19.0,3.0,1.0,3.0,58.0,0.08,12.0,23.72,189.73,0,5,0,16.0,14.0,1,23.299341363689354,Low
51.0,4.0,1.0,4.0,162.0,0.05,20.76,43.1,1031.99,11,9,0,19.0,27.0,1,30.133005625008195,Low
8.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,6.902538844686534,Low
11.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,6.011848021907477,Low
4.0,1.0,1.0,1.0,9.0,0.4,2.5,10.8,3.75,0,0,0,5.0,3.0,1,9.222921357310247,Low
33.0,4.0,3.0,2.0,90.0,0.04,24.43,18.58,616.14,5,8,0,19.0,14.0,1,31.46077734851781,Low
16.0,3.0,1.0,2.0,64.0,0.08,12.54,24.28,211.93,3,0,0,13.0,14.0,1,22.888846926027412,Low
22.0,6.0,3.0,2.0,87.0,0.04,25.36,16.66,595.54,0,3,0,18.0,11.0,1,31.48662854257609,Low
13.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,6.529066139356278,Low
21.0,7.0,7.0,3.0,48.0,0.09,10.63,21.48,134.72,0,4,0,15.0,12.0,1,32.4911499875298,Low
48.0,7.0,1.0,7.0,83.0,0.09,10.73,39.04,249.47,6,9,0,13.0,20.0,1,29.623453456050143,Low
18.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,9.409649592938443,Low
14.0,4.0,3.0,2.0,38.0,0.06,16.25,9.93,145.73,0,3,0,13.0,6.0,1,26.33053968384048,Low
84.0,13.0,9.0,4.0,222.0,0.02,51.12,22.95,3332.19,11,7,0,22.0,17.0,1,46.03507936537731,Medium
6.0,1.0,1.0,1.0,14.0,0.5,2.0,23.25,5.17,0,0,0,4.0,6.0,1,10.648320641447347,Low
10.0,2.0,1.0,2.0,14.0,0.33,3.0,15.5,7.75,0,1,0,6.0,4.0,1,14.48842744859383,Low
23.0,3.0,1.0,3.0,56.0,0.12,8.46,30.34,120.7,0,4,0,11.0,13.0,1,22.7587261658625,Low
8.0,1.0,1.0,1.0,13.0,0.4,2.5,17.27,6.0,0,2,0,5.0,5.0,1,11.779823727086832,Low
7.0,2.0,1.0,2.0,12.0,0.27,3.75,10.63,8.3,0,0,0,6.0,4.0,1,13.989123456822353,Low
35.0,9.0,1.0,6.0,93.0,0.08,12.58,39.86,350.48,0,1,0,17.0,25.0,1,30.403470359101576,Low
23.0,5.0,1.0,3.0,54.0,0.06,17.42,15.36,258.86,0,2,0,19.0,12.0,1,26.71490879263419,Low
12.0,2.0,1.0,1.0,25.0,0.23,4.36,24.34,25.75,3,2,0,8.0,11.0,1,17.280811418257635,Low
36.0,10.0,8.0,6.0,116.0,0.04,23.0,27.2,799.26,4,5,0,21.0,21.0,1,39.38445678043678,Medium
502.0,95.0,19.0,63.0,1644.0,0.01,110.46,97.55,66130.02,33,32,7,23.0,71.0,1,68.46725257648967,High
32.0,5.0,1.0,4.0,95.0,0.06,18.0,24.81,446.54,3,3,0,13.0,13.0,1,27.99296267908624,Low
58.0,7.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,17.70107758709047,Low
97.0,12.0,11.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,29.735606415605382,Low
4.0,1.0,1.0,1.0,4.0,0.67,1.5,5.33,0.67,0,0,0,3.0,1.0,1,7.108891958064534,Low
74.0,16.0,1.0,15.0,204.0,0.09,10.94,100.54,668.65,2,3,0,8.0,34.0,1,35.29736872083505,Medium
8.0,1.0,1.0,1.0,19.0,0.21,4.8,13.69,17.53,0,0,0,6.0,5.0,1,13.452781092019316,Low
72.0,16.0,1.0,1.0,144.0,0.17,5.73,132.89,242.17,0,3,2,6.0,33.0,1,33.26595102476042,Medium
41.0,16.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,26.285453072390585,Low
15.0,1.0,1.0,1.0,91.0,0.07,14.67,28.07,335.41,0,3,0,11.0,12.0,1,19.790220636518097,Low
17.0,2.0,1.0,1.0,38.0,0.1,10.2,16.61,96.03,0,4,0,13.0,8.0,1,20.398729759714495,Low
37.0,33.0,25.0,11.0,1296.0,0.01,167.07,44.22,68568.85,0,1,1,29.0,23.0,1,56.01289954337858,Medium
71.0,17.0,13.0,14.0,187.0,0.04,22.78,47.68,1374.23,0,15,0,20.0,36.0,1,46.591420120445186,Medium
37.0,5.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,19.880507126256635,Low
62.0,11.0,7.0,7.0,225.0,0.03,29.84,43.79,2166.05,0,12,0,25.0,31.0,1,42.40626977713994,Medium
28.0,3.0,1.0,3.0,72.0,0.13,7.44,50.41,155.03,0,2,2,12.0,25.0,1,23.908508337000377,Low
23.0,3.0,1.0,3.0,93.0,0.09,11.5,38.45,282.52,0,3,0,9.0,18.0,1,24.122068162426334,Low
72.0,11.0,1.0,8.0,155.0,0.03,30.99,31.35,1672.21,3,6,1,37.0,40.0,1,37.1047760617007,Medium
77.0,14.0,7.0,10.0,230.0,0.03,30.52,42.97,2222.69,0,7,9,19.0,33.0,1,44.30393268761353,Medium
119.0,22.0,12.0,8.0,367.0,0.02,44.79,49.17,5478.79,8,5,10,22.0,42.0,1,51.47888589323594,Medium
54.0,11.0,10.0,4.0,136.0,0.04,26.48,28.04,1092.2,6,3,4,21.0,23.0,1,42.59502921495745,Medium
64.0,9.0,1.0,7.0,202.0,0.03,32.04,34.21,1951.07,5,11,4,18.0,25.0,1,35.33091094355482,Medium
156.0,22.0,15.0,16.0,458.0,0.02,59.8,46.29,9197.02,12,25,1,26.0,40.0,1,54.19081563318001,Medium
25.0,3.0,1.0,3.0,68.0,0.08,12.38,26.42,224.74,7,2,1,12.0,16.0,1,24.45557109093599,Low
89.0,11.0,5.0,8.0,266.0,0.04,28.27,55.58,2467.56,6,8,7,19.0,41.0,1,42.52003554561517,Medium
22.0,5.0,1.0,4.0,62.0,0.06,16.0,17.28,245.76,0,4,1,11.0,11.0,1,26.190967010769366,Low
22.0,3.0,1.0,1.0,53.0,0.08,12.55,19.11,167.1,0,5,1,12.0,11.0,1,23.58373578162045,Low
23.0,6.0,6.0,1.0,36.0,0.17,5.88,27.28,52.48,4,8,0,9.0,13.0,1,29.935593844907636,Low
17.0,3.0,1.0,2.0,54.0,0.06,16.25,14.6,214.13,0,2,0,13.0,8.0,1,23.146061003878767,Low
80.0,9.0,8.0,5.0,200.0,0.05,20.3,53.79,1231.41,13,11,0,14.0,30.0,1,41.67641526218686,Medium
111.0,12.0,9.0,7.0,359.0,0.02,49.03,44.1,5888.69,13,9,3,27.0,38.0,1,47.600861644963565,Medium
112.0,12.0,9.0,7.0,354.0,0.02,49.62,42.8,5855.35,13,9,2,27.0,37.0,1,47.63205920221045,Medium
75.0,10.0,7.0,5.0,232.0,0.02,43.24,29.97,3112.59,7,6,4,23.0,25.0,1,43.533086593945534,Medium
79.0,10.0,7.0,5.0,244.0,0.02,44.62,30.54,3378.06,9,6,3,23.0,25.0,1,43.806929047453366,Medium
12.0,2.0,1.0,1.0,35.0,0.13,7.5,21.4,66.86,0,3,0,12.0,12.0,1,18.923486041277066,Low
47.0,9.0,6.0,3.0,118.0,0.04,23.5,27.41,841.06,5,5,0,22.0,22.0,1,38.816443288593184,Medium
47.0,5.0,3.0,1.0,121.0,0.04,24.5,25.53,851.46,1,3,2,18.0,18.0,1,33.80235436563061,Medium
23.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,10.193491958548393,Low
98.0,19.0,16.0,2.0,249.0,0.03,35.61,40.24,2835.12,0,9,7,23.0,31.0,1,50.240709790801944,Medium
161.0,25.0,23.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,37.732057216342504,Medium
115.0,8.0,1.0,7.0,232.0,0.03,37.91,34.54,2757.5,6,32,0,23.0,27.0,1,37.440543978313805,Medium
4.0,3.0,3.0,1.0,21.0,0.13,7.7,10.91,35.93,0,0,0,11.0,5.0,1,19.133553554210305,Low
84.0,15.0,8.0,8.0,396.0,0.02,40.62,60.54,5548.39,4,7,0,22.0,52.0,1,46.98163328803301,Medium
88.0,12.0,8.0,5.0,196.0,0.03,36.75,28.94,2171.41,18,11,0,21.0,22.0,1,44.658391958733375,Medium
11.0,5.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,16.012948923981916,Low
26.0,4.0,3.0,3.0,87.0,0.08,12.08,36.32,294.61,0,7,0,15.0,18.0,1,28.826123308934555,Low
72.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,15.242733080598436,Low
46.0,10.0,9.0,3.0,177.0,0.03,34.26,29.45,1920.38,0,6,0,25.0,27.0,1,42.2859586265729,Medium
24.0,5.0,3.0,3.0,73.0,0.08,12.79,28.53,259.44,0,3,0,15.0,17.0,1,29.499551132348078,Low
6.0,1.0,1.0,1.0,12.0,0.33,3.0,13.84,6.92,0,1,0,6.0,5.0,1,11.378872277389243,Low
20.0,2.0,1.0,1.0,64.0,0.09,10.83,28.4,185.17,0,5,0,13.0,15.0,1,21.92693054210455,Low
15.0,3.0,1.0,2.0,58.0,0.11,8.77,30.71,131.22,0,2,0,12.0,13.0,1,21.505076406443123,Low
8.0,1.0,1.0,1.0,24.0,0.17,5.79,16.59,30.86,0,1,0,9.0,7.0,1,14.38961745894313,Low
121.0,19.0,1.0,19.0,513.0,0.02,49.85,55.5,7660.41,24,9,0,16.0,26.0,1,42.098764217080706,Medium
53.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,19.929976023529107,Low
6.0,1.0,1.0,1.0,12.0,0.33,3.0,13.84,6.92,0,1,0,6.0,5.0,1,11.378872277389243,Low
15.0,3.0,1.0,2.0,46.0,0.1,10.5,20.34,124.61,0,3,0,15.0,10.0,1,21.697283882264976,Low
14.0,3.0,1.0,2.0,33.0,0.11,8.94,16.21,71.97,0,3,0,13.0,8.0,1,20.708507497210203,Low
12.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,1,6.280413419249893,Low
34.0,7.0,6.0,3.0,130.0,0.03,29.08,22.75,1068.37,0,5,0,21.0,13.0,1,36.698979279426666,Medium
69.0,14.0,9.0,10.0,184.0,0.05,20.29,52.18,1193.86,10,11,2,20.0,34.0,1,43.69297018754612,Medium
136.0,42.0,32.0,35.0,547.0,0.03,33.23,104.67,6419.19,7,22,0,20.0,62.0,1,58.59084604589204,Medium
82.0,19.0,12.0,13.0,265.0,0.05,22.0,73.83,1985.21,1,11,1,22.0,46.0,1,47.44983243214765,Medium
24.0,3.0,1.0,3.0,53.0,0.11,9.0,27.0,121.5,0,4,0,12.0,12.0,1,22.972692341223123,Low
46.0,4.0,4.0,4.0,214.0,0.05,21.71,56.72,1485.67,1,9,0,19.0,35.0,1,34.44495226872045,Medium
35.0,1.0,1.0,1.0,138.0,0.08,12.25,62.22,518.75,0,8,0,14.0,32.0,1,23.298885774233042,Low
70.0,13.0,9.0,3.0,215.0,0.03,34.83,27.92,1882.09,13,7,0,11.0,12.0,1,43.72066115308313,Medium
94.0,11.0,7.0,9.0,275.0,0.03,34.13,48.71,3151.27,1,14,0,26.0,40.0,1,44.573210298118646,Medium
17.0,3.0,1.0,3.0,41.0,0.12,8.67,21.1,88.03,0,3,0,13.0,9.0,1,21.380972926639025,Low
19.0,4.0,1.0,4.0,51.0,0.12,8.25,28.71,108.55,0,2,0,11.0,14.0,1,23.193525939422976,Low
16.0,2.0,1.0,2.0,34.0,0.13,7.56,19.1,60.68,0,4,0,11.0,8.0,1,19.316592770056324,Low
20.0,3.0,1.0,3.0,39.0,0.15,6.72,25.07,62.95,0,3,0,11.0,9.0,1,21.152245495842756,Low
51.0,1.0,1.0,1.0,204.0,0.07,13.4,78.09,778.97,1,10,0,10.0,25.0,1,24.46456828977607,Low
28.0,2.0,1.0,2.0,92.0,0.08,13.0,34.38,322.79,1,5,0,13.0,16.0,1,23.655180602171434,Low
35.0,7.0,6.0,3.0,130.0,0.03,29.08,22.75,1068.37,0,6,0,21.0,13.0,1,36.79350035431212,Medium
14.0,3.0,1.0,2.0,42.0,0.13,7.8,24.01,81.16,0,2,0,12.0,10.0,1,20.5944197180428,Low
34.0,7.0,1.0,5.0,97.0,0.1,10.35,45.53,270.95,0,5,0,9.0,20.0,1,28.385420226785197,Low
14.0,1.0,1.0,1.0,35.0,0.18,5.5,26.54,44.6,0,4,0,9.0,9.0,1,16.28079896208853,Low
25.0,3.0,1.0,2.0,82.0,0.06,15.42,26.83,354.28,0,1,0,15.0,18.0,1,25.294097400235326,Low
26.0,3.0,1.0,1.0,84.0,0.07,14.61,29.26,346.75,0,2,0,15.0,19.0,1,25.32713900783555,Low
